consistent	adj. 一致的
relay	v. 接替，转播
fluently	adv. 流利地
mysteriously	adv. 神秘地
hinder	v. 阻碍
session	n. 会议；学年
postdoctoral	adj. 博士后的
prioritize	v. 优先
bipartisan	adj. 两党的
reluctance	n. 勉强，不情愿
intuitive	adj. 直觉的
quote	v. 引用
pragmatic	adj. 务实的，讲求实际的
alleviate	v. 减轻，缓解
underlying	adj. 潜在的，基础的
generate	v. 产生
dysfunction	n. 失常
invasive	adj. 入侵的
ignore	v. 忽视
specific	adj. 具体的
elegant	adj. 高雅的，雅致的
capital	adj. 资金的，资本的
indicate	v. 表明
eligible	adj. 适合的；胜任的
procedure	n. 程序
unrealistic	adj. 不现实的
occur	v. 发生
aggravate	v. 加重，加剧
frankly	adv. 坦率地
thrilling	adj. 令人兴奋的
irreversible	adj. 不可逆的
marine	adj. 海洋的
interracial	adj. 种族间的
grave	adj. 严重的
undocumented	adj. 无证明的
appoint	v. 任命
rhetorical	adj. 修辞的
momentum	n. 动力，势头
deserve	v. 值得
drastically	adv. 激烈地，猛烈地
particle	n. 粒子，微粒
miniature	adj. 微型的
merit	v. 值得 n. 优点
category	n. 种类
liability	n. 责任；债务
hack	v. 黑客攻击
matter	v. 重要；要紧
brutal	adj. 残酷的
biodiversity	n. 生物多样性
subsequently	adv. 随后
bother	v. 困扰
subconscious	adj. 下意识的，潜意识的
genetic	adj. 基因的
recurrence	n. 再次发生
defect	n. 缺点
retailer	n. 零售商
memo	n. 备忘录
chain	n. 连锁店
executive	n. 执行官
ballet	n. 芭蕾
enrollment	n. 入学人数
propose	v. 提出
frantic	adj. 疯狂的
allegedly	adv. 据说
manipulate	v. 操纵
coverage	n. 报道
novel	adj. 新颖的
previous	adj. 之前的
neutrality	n. 中立
underscore	v. 强调
indispensable	adj. 必不可少的
puzzle	v. 迷惑
illustrate	v. 阐明，说明
sanitation	n. 卫生环境，卫生设备
defensive	adj. 防守的，防御的
perspective	n. 视角，观点
migration	n. 迁徙，移居
float	v. 漂浮
flexible	adj. 灵活的
capable	adj. 有能力的
practical	adj. 实践的；实用的
territory	n. 领域，领土
urbanization	n. 城市化
privilege	n. 特权
forthcoming	adj. 即将来临的
widen	v. 拓宽，变宽
deduction	n. 扣款
virtual	adj. 虚拟的；事实上的
boast	v. 自夸
monetary	adj. 货币的
dim	adj. 暗淡的；愚蠢的
sensible	adj. 理智的
infant	n. 婴儿
precedent	n. 先例
activate	v. 激活
accomplish	v. 实现
immigration	n. 移民
approve	v. 赞同
pessimist	n. 悲观主义者
aggressive	adj. 挑衅的
toxic	adj. 有毒的
ruling	n. 裁定
prolong	v. 延长
tension	n. 紧张
specialist	n. 专家
encounter	v. 遭遇
reap	v. 收割，收获
institute	n. 研究所，学会，学院
maintenance	n. 维修
legend	n. 传奇
groundless	adj. 无理由的，无根据的
undertake	v. 承担；着手，开始
commodity	n. 商品
stimulate	v. 刺激；激励
tough	adj. 困难的，粗暴的
vital	adj. 重要的
ankle	n. 脚踝
surgical	adj. 手术的
peculiar	adj. 奇怪的；特有的
fade	v. 褪色
pursuit	n. 追求
sophisticated	adj. 复杂的；老练的
lobbyist	n. 游说者
lessen	v. 减少
handgun	n. 手枪
influential	adj. 有影响力的
detached	adj. 冷静的，超然的
biography	n. 传记
curriculum	n. 课程
margin	n. 利润
fearlessly	adv. 无畏地，大胆地
randomly	adv. 随机地
discrimination	n. 歧视
stimulus	n. 刺激
competence	n. 能力
sneak	v. 溜走
exceed	v. 超过
turbulence	n. 气流；骚乱
address	v. 解决
trade	v. 做买卖；交换
deal	v. 处理；经营
hike	v. 作长途徒步旅行
action	n. 行动
resultant	adj. 作为结果而发生的
consequent	adj. 作为结果的；必然的
composer	n. 作曲家
slave	v. 作苦工；奴役
grunt	v. 作呼噜声；咕哝
abide	v. 忍受；遵守
value	v. 尊重，重视；估价
dignity	n. 尊严；庄重
outermost	adj. 最外面的，最远的
optimum	adj. 最优的，最适宜的
initially	adv. 最初，开始
makeup	n. 化妆品；构成
integral	adj. 必需的；不可分割的
composition	n. 组成，构成，结构
block	n. 阻塞；障碍物
damn	v. 谴责
ample	adj. 足够的；宽敞的
suffice	v. 足够
lease	n. 租约，契约，租契
charter	v. 包租（飞机、船等）
headquarters	n. 总部
executive	n. 主管；经理
main	n. 总管道，干线
overall	adj. 总的
conceit	n. 自负，自高自大
ultraviolet	adj. 紫外（线）的
descendant	n. 子孙，后裔
endow	v. 资助；赋予
datum	n. 数据；资料
qualification	n. 资格；学历
bourgeois	adj. 资产阶级的；庸俗的
woodpecker	n. 啄木鸟
bump	v. 撞上
crash	v. 猛撞
way	n. （特定的）状态，状况
superb	adj. 壮丽的；超等的
ornament	n. 装饰物
decorative	adj. 装饰的；可作装饰的
ornamental	adj. 装饰的
mount	v. 装配
shipment	n. 装载的货物；装货
can	v. 装罐头
array	n. 排列；陈列
diversion	n. 转移；消遣
convert	v. 转变，改变，变换
transition	n. 转变，变迁；过渡
torque	n. 转（力）矩，扭（力）矩
box	n. 盒子；箱子
workshop	n. 专题讨论会
patent	adj. 专利的 n. 专利
clutch	v. 抓住；掌握
nest	v. 筑巢
coin	v. 铸造（硬币）
noted	adj. 著名的，知名的
watchful	adj. 注意的，警惕的
inject	v. 注射；注入
storage	n. 贮藏；保管
position	n. 形势；主张，立场
metropolitan	adj. 大都市的
principally	adv. 主要，大抵
stalk	n. 主茎，叶柄
preside	v. 主持；主奏
eject	v. 逐出，排斥；喷射
bamboo	n. 竹；竹杆，竹棍
jewellery	n. 珠宝，珠宝饰物
wrinkle	n. 皱纹 vt. 使起皱纹
axial	adj. 轴的；轴向的
axis	n. 轴，轴线
ambient	adj. 周围的，包围着的
periodic	adj. 周期的；一定时期的
anniversary	n. 周年纪念日
peripheral	adj. 外围的；末梢的
perimeter	n. 周（边）；周长
anybody	pron. 任何人
responsible	adj. 可靠的；责任重大的
consequence	n. 后果；重要性
category	n. 种类，类目；范畴
species	n. 种，物种；种类
hearty	adj. 热情友好的；丰盛的
neutron	n. 中子
intermediate	n. 中间体；调解人
proton	n. 质子，氕核
qualitative	adj. 质的；定性的
fabricate	v. 捏造；制作
fabrication	n. 捏造；制作
volunteer	n. 志愿者 v. 志愿
rebuke	v. 指责，非难，斥责
indicative	adj. 指示的；陈述的
denote	v. 指示，意味着
instructor	n. 指导者，教员
designate	v. 指定；指明
colonial	adj. 殖民地的，殖民的
vocation	n. 职业，行业
notable	adj. 值得注意的；著名的
merit	v. 值得；应受赏（罚）
weaver	n. 织布工，编织者
brace	n. 支柱 v. 拉紧，撑牢
check	n. 支票；帐单
second	v. 支持
bearing	n. 轴承；方位
symptom	n. 症状；征兆，征候
regime	n. 政权，政体；制度
politics	n. 政治；政治学
platform	n. 平台；站台
confirmation	n. 证实，确定；确认
testify	v. 作证；证明，证实
audience	n. 观众，听众；接见
correctly	adv. 正确地，恰当地
positive	adj. 积极的；肯定的
normalization	n. 正常化，标准化
sign	n. 征兆，迹象，病症
conqueror	n. 征服者，胜利者
controversy	n. 争论，辩论，争吵
suppress	v. 镇压；抑制
gust	n. 阵风，一阵狂风
clinic	n. 诊所；门诊
diagnose	v. 诊断（疾病）
sincerity	n. 真诚，诚意；真实
cherish	v. 珍爱；怀有（感情）
detective	n. 侦探；警探
underline	v. 强调 n. 下划线
grind	v. 磨碎，碾碎
discount	n. 折扣 v. 打折扣卖
literally	adv. 照字义，逐字地
illuminate	v. 照明，照亮；阐明
summon	v. 召唤；鼓起（勇气）
marsh	n. 沼泽地，湿地
entertainment	n. 娱乐；招待
hindrance	n. 障碍，妨碍
hose	n. 软管；长筒袜
sofa	n. 长沙发，沙发
tensile	adj. 张力的；能伸长的
warfare	n. 战争，战争状态
battle	v. 战斗
predominant	adj. 占优势的；主要的
unfold	v. 展开；展现，呈现
cling	v. 粘住；坚持
viscous	adj. 粘滞的，粘性的
coherent	adj. 连贯的；有条理的
album	n. 相册；专辑
glue	v. 粘牢
cement	v. 粘结
adhere	v. 粘附；坚持
strip	n. 窄条，长带
grasshopper	n. 蚱蜢，蝗虫，蚂蚱
wink	v. 眨眼；使眼色
further	v. 增进
multiplication	n. 乘法；增加
liability	n. 责任；债务
shipbuilding	n. 造船（业），造船学
mint	n. 造币厂；巨额钱财
hollow	v. 凿空，挖空
hymn	n. 赞美诗，圣歌；赞歌
glorify	v. 赞美；颂扬（上帝）
fore	adv. 在船头
therein	adv. 在那里
overseas	adv. 在海外，（向）国外
ashore	adv. 在岸上，上岸
outside	prep. 在…外
brand	n. 品牌 v. 打烙印
alongside	prep. 在…旁边
roam	v. 漫步，漫游
over	prep. 在…期间
reproduction	n. 再生（产）；繁殖
specification	n. 规格；明确说明，详述
disastrous	adj. 灾难性的；悲惨的
operation	n. 操作；手术
freight	n. 货运；运费
locomotive	adj. 运动的；机动
lunar	adj. 月亮的
undertake	v. 从事；承诺
primitive	adj. 远古的，未开化的
dome	n. 圆屋顶，拱顶
cylinder	n. 圆柱；汽缸
satisfactorily	adv. 圆满地
nucleus	n. 原子核，细胞核
prototype	n. 原型；典型，范例
vowel	n. 元音；元音字母
marshal	n. 元帅；陆军元帅
subscription	n. 订阅；订阅费
prophet	n. 预言家，先知
prophecy	n. 预言；预言能力
prediction	n. 预言，预告；预报
preset	v. 预先装置
beforehand	adv. 预先；提前地
budget	n. 预算
foresee	v. 预见，预知，看穿
prevention	n. 预防，阻止，妨碍
tulip	n. 郁金香
intonation	n. 语调，声调；发声
cosmic	adj. 宇宙的
cosmos	n. 宇宙
overlap	v. 重叠
excuse	n. 借口 v. 原谅
senseless	adj. 愚蠢的，无意义的
amusement	n. 乐趣；娱乐，消遣
torpedo	n. 鱼雷，水雷
margin	n. 余地；差额
roundabout	adj. 转弯抹角的；迂回的
kidnap	v. 诱拐，绑架
guilt	n. 内疚；有罪，犯罪
shadowy	adj. 有影的；幽暗的
avail	v. 有益于 n. 效用
ambitious	adj. 有雄心的；热望的
significant	adj. 重要的；重大的
validity	n. 有效性；正确性
availability	n. 有效（性）；可得性
finite	adj. 有限的；有尽的
magnet	n. 磁铁；有吸引力的人
profitable	adj. 有利的；有益的
advantageous	adj. 有利的，有助的
courteous	adj. 有礼貌的，谦恭的
bead	n. 珠子；水珠
commonsense	adj. 有常识的
conservative	adj. 保守的，守旧的
liable	adj. 有（法律）责任的
yacht	n. 游艇，快艇
uranium	n. 铀
tanker	n. 油船；空中加油飞机
postal	adj. 邮政的，邮局的
superiority	n. 优越（性），优势
elbow	v. 用肘挤，挤进
paper	v. 贴壁纸
cutter	n. 用于切割的器械
net	v. 用网捕；用网覆盖
head	n. 头 v. 朝向
tug	v. 用力拖 n. 猛拉，拖
hook	v. （使）钩住，挂住
formulate	v. 制定；规划
sniff	v. 用鼻子吸，嗅
courageous	adj. 勇敢的，无畏的
emigrate	v. 永久移居国外
perpetual	adj. 永久的；四季开花的
everlasting	adj. 永久的；持久的
eternal	adj. 永久的；不朽的
stiffness	n. 硬度
comply	v. 应允，遵照，照做
bound	adj. 应当的；必定的
salute	v. 敬礼；致敬
cater	v. 迎合，投合
press	n. 新闻界；出版社
printer	n. 打印机；印刷工
harbour	n. 港口 v. 怀有；窝藏
diet	n. 日常饮食，日常食物
tempt	v. 引诱，诱惑，劝诱
cite	v. 引用；引证
ignite	v. 引燃，着火
derivation	n. 起源；派生
banker	n. 银行家
obscure	adj. 无名的；鲜为人知的
inasmuch	adv. 因为，由于
through	prep. 因为，由于
consciousness	n. 意识；知觉
observation	n. 观察；评论
cross	adj. 恼怒的
refrain	v. 抑制，制止，忍住
restrain	v. 制止；抑制
singular	adj. 异常的，奇异的
house	n. 议院，会议厅
obligation	n. 义务，职责，责任
formerly	adv. 以前，从前
veil	v. 以面纱遮掩；遮盖
desert	v. 遗弃；擅离（职守）
forsake	v. 遗弃，抛弃；摒绝，摒弃
transmission	n. 传播，传染
displace	v. 取代；移置
displacement	n. 位移；取代
colonist	n. 移民；殖民地居民
instrumental	adj. 器乐的；有帮助的
wardrobe	n. 衣柜，衣橱，藏衣室
garment	n. 衣服；服装，衣着
Islam	n. 伊斯兰教，回教
evenly	adv. 一致地；平静地
compatible	adj. 兼容的
stitch	n. 一针，缝线 v. 缝
troop	n. 一群，一队，大量
concert	n. 一齐，一致，协作
chop	n. 一块排骨，肉块
baby	n. 婴儿
episode	n. 一集；插曲
cluster	n. 群；簇 v. 聚集
generalization	n. 一般化；概括，综合
burglar	n. 夜盗，窃贼
amateur	n. 业余爱好者
metallurgy	n. 冶金学，冶金术
Jesus	n. 耶稣
fort	n. 要塞，堡垒
postulate	v. 假定，假设
prescription	n. 药方，处方；处方药
cradle	n. 摇篮；发源地
waver	v. 犹豫不决；摇摆
wag	v. 摇摆；摇晃
oxide	n. 氧化物
oxidize	v. 氧化，使生锈
domestic	adj. 家养的
foster	v. 培养；抚育，代养
balcony	n. 阳台；楼厅，楼座
anode	n. 阳极，正极，板极
proverb	n. 谚语，格言，箴言
banquet	n. 宴会，盛会，酒席
scope	n. 范围；余地
cloak	v. 掩盖，掩饰；覆盖，笼罩
sharply	adv. 严厉地，苛刻地
prolong	v. 延长，拉长，拖延
retard	v. 阻碍；减缓
pickle	n. 腌制食品，泡菜
dentist	n. 牙科医生
opium	n. 鸦片；麻醉剂
deposit	n. 存款；押金
squeeze	v. 压榨；榨取
compression	n. 压缩，压紧，浓缩
squash	v. 压碎 n. 果汁饮料
overwhelming	adj. 压倒的，势不可挡的
overwhelm	v. 使不知所措；压倒
velocity	n. 速度；迅速
circulation	n. 循环；流通
patrol	n. 巡逻，巡查
cruise	v. 巡航
quest	v. 寻找，追求
cigar	n. 雪茄烟，叶卷烟
scholarship	n. 奖学金；学问，学识
radiant	adj. 容光焕发的；灿烂的
gorgeous	adj. 华丽的；漂亮的
option	n. 选择，取舍
cock	n. 公鸡
melody	n. 旋律，曲调；歌曲
overhang	v. 悬垂
console	n. 悬臂，肘托；控制台
propaganda	n. 宣传
declaration	n. 宣布，宣言
narration	n. 叙述；讲述
sequence	n. 序列，顺序
warrant	n. 令状；许可证
requisite	adj. 必需的
embroidery	n. 绣花，刺绣；绣制品
nun	n. 修女，尼姑
eloquence	n. 雄辩；口才，修辞
wind	n. 风
directory	n. 姓名地址录
pacific	adj. 性情温和的
survival	n. 幸存；生存
flush	n. 脸红；潮红
formal	adj. 正规的；庄重的
constituent	adj. 构成的 n. 选民
scarlet	n. 猩红色 adj. 猩红的
religion	n. 宗教
novelty	n. 新颖；新奇的事物
regenerative	adj. 回授的；再生的
bridegroom	n. 新郎
novel	adj. 新的，异常的
zinc	n. 锌 vt. 镀锌
appreciation	n. 欣赏；感激
psychology	n. 心理学；心理
crab	n. 蟹；蟹肉 v. 捕蟹
subscript	n. 下标；下角标
sideways	adv. 斜向一边地
jean	n. 斜纹布；牛仔裤
gradient	n. 斜坡
vicious	adj. 邪恶的；恶性的
evil	n. 邪恶，罪恶；祸害
collaborate	v. 协作，合作；协调
team	v. 协作，合作
coefficient	n. 协同因素；系数，率
wedge	n. 楔 v. 楔入；挤入
calibration	n. 校准；标定，刻度
paragraph	n. （文章的）段，段落
cautious	adj. 小心的，谨慎的
caution	n. 小心 v. 告诫，警告
suitcase	n. 手提箱，衣箱
decimal	adj. 小数的，十进制的
footpath	n. 小路，人行道
puppy	n. 小狗；幼小的动物
closet	n. 壁橱；小房间
pamphlet	n. 小册子
slack	adj. 萧条的；懈怠的
disappearance	n. 消失，消散；失踪
recreation	n. 消遣，娱乐活动
consumer	n. 消费者，用户
consumption	n. 消费（量）
depression	n. 消沉；不景气萧条期
token	n. 辅币；象征
ivory	n. 象牙（质）；乳白色
forward	adv. 向前 v. 转递
southwards	adv. 向南方
orientation	n. 定位；方向
defy	v. 违抗；蔑视
hail	v. 欢呼；招呼
yearn	v. 渴望，向往
spice	n. 香料，调味品
pilgrim	n. 香客，朝圣者
fragrant	adj. 香的，芬芳的
incense	n. 香，熏香；香气
uniformly	adv. 相同地；一贯
resemblance	n. 相似，相似性
analogy	n. 相似，类似；比拟
interact	v. 相互作用
correlation	n. 相互关系
reciprocal	adj. 相互的；互利的
coincide	v. 相巧合；相符合
inversely	adv. 相反地
devotion	n. 献身，热诚，专心
linear	adj. 线的；长度的
qualify	v. 限制，限定，修饰
realistic	adj. 现实的；现实主义的
striking	adj. 显著的，惊人的
microscopic	adj. 微观的；极小的
apparent	adj. 显然的
distinctly	adv. 显然，清楚地
bacon	n. 咸猪肉，熏猪肉
gossip	n. 闲谈；流言
ramble	v. 闲逛，漫步；漫谈，闲聊
precede	v. 先于
priority	n. 先，前；优先，重点
shower	v. 下阵雨，使湿透
decline	v. 下降；拒绝
descent	n. 下降；血统
subordinate	adj. 下级的，辅助的
inferior	adj. 较差的 n. 下级
slim	adj. 细长的；微小的
taper	n. 细小的蜡烛；微光
petty	adj. 细小的；器量小的
nice	adj. 好的；友好的
filament	n. 灯丝；细丝
bacterium	n. 细菌
germ	n. 细菌，病原菌；幼芽
systematically	adv. 系统地，有规则地
spectrum	n. 系列，范围；波谱
lace	v. 系带，用带子束紧
tape	v. 系，捆
drama	n. 戏剧；戏剧性事件
theatre	n. 剧场，戏院
comedy	n. 喜剧；喜剧场面
assault	v. 袭击 n. 攻击
usage	n. 习惯用法
quench	v. 熄灭，扑灭；压制
extinguish	v. 熄灭，扑灭；消灭
absorption	n. 吸收；专注
intake	n. 吸入；输入能量
physically	adv. 身体上；体格上
substantial	adj. 大而坚固的
body	n. 身体；物体
luncheon	n. 午宴，午餐，便宴
ignorance	n. 无知，无学，愚昧
insignificant	adj. 无意义的；低微的
doubtless	adv. 无疑地；很可能
indefinite	adj. 无限期的
infinitely	adv. 无限地，无边地
unlimited	adj. 无限的；不定的
infinite	n. 无限；无穷（大）
fearless	adj. 无畏的，大胆的
innumerable	adj. 无数的，数不清的
inorganic	adj. 无生物的；无机的
ruthless	adj. 无情的，冷酷的
incapable	adj. 无能力的；无资格的
unique	adj. 独特的；唯一的
faultless	adj. 无过失的；无缺点的
foreign	adj. 外国的，国外的
nought	n. 无，零
filth	n. 污物；淫秽
snail	n. 蜗牛；行动缓慢的人
hum	n. 嗡嗡声 v. 哼曲子
compliment	n. 赞美 v. 称赞
question	v. 问，询问，讯问
literal	adj. 字面的；逐字的
illiterate	adj. 文盲的 n. 文盲
stationery	n. 信笺，信纸；文具
plague	n. 瘟疫；鼠疫
softness	n. 温和，柔和；软弱
graze	v. 喂草；放牧（牲畜）
locality	n. 位置，地点，发生地
situated	adj. 位于…的
bachelor	n. 未婚男子；学士
unpaid	adj. 未付的；无偿的
stern	adj. 严厉的 n. 船尾
commission	n. 委托，委任；委托状
latitude	n. 纬度；黄纬
vitamin	n. 维生素，维他命
Venus	n. 维纳斯；美人
idealism	n. 唯心主义；理想主义
mast	n. 桅杆
enclosure	n. 围场，围栏；围绕
violation	n. 违犯；侵犯，妨碍
violate	v. 违犯，违背；侵犯
towards	prep. 用于，有助于
plead	v. 恳求；辩护
catalogue	n. 目录 v. 编目录
microprocessor	n. 微信息处理机
subtle	adj. 微妙的；精巧的
atom	n. 原子
calculus	n. 微积分；结石
gleam	n. 微光 v. 发微光
negligible	adj. 微不足道的
microwave	n. 微波
awful	adj. 糟糕的；可怕的
majesty	n. 雄伟，威严，庄严；陛下
prestige	n. 威望，威信，声望
endanger	v. 危及，危害
crisis	n. 危机；转折点
peril	n. 危机；危险的事物
dismiss	v. 解雇，开除
fro	adv. 往，去，回，向后
mesh	n. 网眼，筛孔，网络
network	n. 网络；广播网
web	n. 网，网状物
stubborn	adj. 顽固的；顽强的
trifle	n. 琐事 v. 玩弄
completion	n. 完成，结束，完满
crooked	adj. 弯的，歪的；畸形的
hull	n. 外壳，豆荚；薄膜
diplomatic	adj. 外交的；有策略的
alien	adj. 外国的；陌生的
strange	adj. 陌生的，不熟悉的
distort	v. 歪曲，曲解；扭曲
twist	v. 歪曲，曲解
tile	n. 瓷砖；瓦片
watt	n. 瓦（特）
elliptical	adj. 椭圆的；省略的
haul	v. 拖曳；拖运
hip	n. 臀部，髋
devour	v. 吞食；吞灭，毁灭
retirement	n. 退休，引退；退隐
drawback	n. 妨碍；弊端
inference	n. 推论；推断的结果
rational	adj. 合理的；适度的
propulsion	n. 推进，推进力
propel	v. 推进，推动
recommendation	n. 推荐，介绍；建议
overthrow	v. 推翻 n. 推翻，瓦解
impulse	n. 冲动；推动
presumably	adv. 推测起来，大概
gather	v. 推测，推断
shove	v. 推，（使劲）推
solidarity	n. 团结；休戚相关
regiment	n. 团，军团；一大群
bandit	n. 土匪，盗匪，歹徒
lever	n. 杠杆；手段
overtake	v. 突然发生；压倒
nose	n. 鼻子；突出部分
bald	adj. 秃头的；无毛的
projector	n. 投影仪；探照灯
poll	n. 民意调查 v. 投票
dizzy	adj. 头晕眼花的，眩晕的
steal	v. 偷偷地做，窃取
misery	n. 痛苦，悲惨，不幸
torment	n. 痛苦 v. 折磨
thrash	v. 痛打，鞭打，打
dominant	adj. 统治的 n. 主因
dominate	v. 统治，支配，控制
statistics	n. 统计，统计数字
even	adj. 平稳的，均匀的
identical	adj. 同一的；恒等的
likeness	n. 同样；类似，相似
simultaneous	adj. 同时的，同时存在的
accessory	n. 配件；饰品
homogeneous	adj. 同类的
coordinate	adj. 同等的
whilst	conj. 同时；然而
notify	v. 通知，告知；报告
advertise	v. 登广告
correspondence	n. 通信；信件
popularity	n. 通俗性；普及，流行
inflation	n. 通货膨胀，物价飞涨
currency	n. 通货；货币
entry	n. 入口，通道；条目
customary	adj. 通常的；照惯例的
ordinarily	adv. 通常，大概
hydrocarbon	n. 烃，碳氢化合物
resignation	n. 辞职；顺从
blacksmith	n. 铁匠，锻工
ferrous	adj. 铁的；亚铁的
adjoin	v. 贴近，毗连；靠近
hop	v. （人）单足跳
skip	v. 跳过；略过
overlook	v. 忽略；俯视
regulate	v. 调整，调节，校准
modulate	v. 调整，调节（声音）
settlement	n. 解决；定居点
mischief	n. 调皮，捣蛋，胡闹
accord	n. 符合；协议
questionnaire	n. 调查表，征求意见表
sweetness	n. 甜蜜，芬芳；愉悦，美好
dessert	n. 甜点心
Catholic	adj. 天主教的
astronomy	n. 天文学
embody	v. 体现；包含，收录
theme	n. 主题；主旋律
nominate	v. 提名，推荐；任命
finance	v. 提供资金
nourish	v. 提供养分，养育
enhance	v. 提高，增加；改进
elevate	v. 提拔；抬高
purify	v. 提纯，精炼（金属）
raise	v. 提出，发起，发出
introduce	v. 提出（议案等）
peculiarity	n. 特性，独特性；怪癖
individual	adj. 特殊的
essential	adj. 必不可少的；本质的
bore	n. 讨厌的人；麻烦事
earthenware	n. 陶器
flee	v. 逃走，逃避
outlaw	n. 逃犯，歹徒
wade	v. 趟（河），跋涉
probe	n. 探针 v. 用探针探查
expedition	n. 探险；探险队
charcoal	n. 炭，木炭；生物炭
plain	adj. 坦白的；普通的
negotiate	v. 谈判，交涉，议定
greed	n. 贪心，贪婪
moss	n. 苔藓，地衣
pedal	n. 踏板；脚蹬
thereof	adv. 它的，其；由此
trivial	adj. 琐碎的；平常的
detail	n. 琐碎，小事
concern	n. 所关切的事；商行
what	adj. 什么；所…的
miniature	n. 缩影 adj. 缩小的
hurt	n. 伤害；创伤
deform	v. 使变形
deformation	n. 变形；畸形
fringe	n. 穗，毛边；边缘
scrap	n. 碎片；废料 v. 废弃
random	n. 随机 adj. 随机的
garlic	n. 蒜，大蒜
plastic	adj. 塑料的；塑性的
shorthand	n. 速记，速记法
scout	v. 搜索，侦察
laundry	n. 送洗衣店去洗的东西
replace	v. 取代；替换
loosely	adv. 松松地，松散地
rear	v. 饲养，培植；抚养
perish	v. 死亡，夭折；枯萎
hiss	n. 嘶嘶声 v. 嘶嘶作声
rip	v. 撕，扯破，划破
speculate	v. 猜测，推测；投机
smuggle	v. 私运，走私
confidence	n. 信心，自信；信任
velvet	n. 天鹅绒
treasurer	n. 司库，财务主管
exposition	n. 博览会；阐述
preach	v. 说教，布道；鼓吹
observe	v. 说，评述，评论
momentary	adj. 瞬息间的，片刻的
instantaneous	adj. 瞬间的，即刻的
couch	n. 睡椅，长沙发椅
slumber	n. 睡眠；沉睡状态
buffalo	n. 水牛；野牛
hydraulic	adj. 水力的；水力学的
watery	adj. 多水的；味淡的
rinse	v. 冲洗；漱口
wrestle	n. 摔跤；搏斗
numerical	adj. 数字的，数值的
reckon	v. 计算；认为
harp	n. 竖琴；天琴座
erect	adj. 直立的
terminology	n. 术语学，术语
proficient	adj. 熟练的，精通的
proficiency	n. 熟练，精通
input	v. 输入 n. 输入
grant	n. 拨款
dependant	n. 受赡养者
miser	n. 守财奴，吝啬鬼
trolley	n. 手推车；有轨电车
manuscript	n. 手稿，底稿，原稿
handbook	n. 手册，便览，指南
adoption	n. 收养；采纳，采取
revenue	n. 收入；收入数目
oath	n. 誓言，誓约，宣誓
vow	n. 誓言，誓约，许愿
pledge	n. 誓言 v. 使发誓
indoor	adj. 室内的；室内进行的
wholesome	adj. 对健康有益的
moderately	adv. 适度地，适中
fitting	adj. 适当的 n. 配件
fitness	n. 适当，恰当；健康
vision	n. 视力；眼力，想象力
attendant	n. 服务员；随从
occurrence	n. 发生的事
snob	n. 势利小人
snobbish	adj. 势利的，谄上欺下的
influence	n. 影响，影响力
municipal	adj. 市的，市立的
conform	v. 使遵守；一致
automate	v. 使自动化
divert	v. 使转向；转移
specialize	v. 使专门化，专业化
hazard	v. 使遭危险 n. 危险
standardize	v. 使与标准比较
lengthen	v. 使延长，变长
shame	v. 使羞愧；玷辱
freshen	v. 使显得新鲜
distinguish	v. 使显出特色，使杰出
evaporate	v. 使脱水，发散蒸气
ventilate	v. 使通风，使换气
moor	v. 使停泊；使固定
resign	v. 使顺从，使听任于
perfect	v. 使熟练，使改善
infect	v. 使受影响
lubricate	v. 使润滑，加润滑油
soften	v. 使软化，变温和
facilitate	v. 使容易；助长
acquaint	v. 使认识，使了解
tiresome	adj. 使人厌倦的，讨厌的
sorrowful	adj. 使人伤心的；悲伤的
blaze	v. 使燃烧，燃烧
subdue	v. 使屈服，征服
bend	v. 使屈从，屈从
suit	v. 使配合，彼此协调
confront	v. 使面对；使对证
paralyse	v. 使麻痹，使瘫痪
deafen	v. 使聋
subject	v. 使隶属
terrify	v. 使恐怖，使惊吓
insulate	v. 使绝缘，使绝热
integrate	v. 使结合，使并入
alternate	v. 交替 adj. 交替的
degrade	v. 使降低；使堕落
minimize	v. 使减到最小
mingle	vt. 使混合，混合起来
interconnect	v. 使互相联系
reconcile	v. 使和好；调停
oblige	v. 使感激；施恩惠于
enrich	v. 使富裕；使丰富
embarrass	v. 使尴尬
decay	v. 使腐朽，使腐烂
contrast	v. 使对比；形成对比
baffle	v. 使挫折 n. 迷惑
mature	v. 使成熟，成熟
ice	v. 使成冰，结冰
overload	v. 使超载
tangle	v. 使缠结，使纠缠
sweeten	v. 使变甜，变甜
thicken	v. 使变厚（或粗、密）
establish	v. 建立；创立
develop	v. 使（底片）显影
jog	v. 慢跑（尤作为锻炼）
engage	v. 使（齿轮等）啮合
vector	n. 矢量；飞机航线
nourishment	n. 食物；营养（情况）
pantry	n. 食品柜，餐具室
experimentally	adv. 实验上，实验性地
experimentation	n. 实验；试验
virtual	adj. 实际上的，实质上的
execution	n. 实行，执行；处死刑
quartz	n. 石英
graphite	n. 石墨，石墨电极
whitewash	n. 石灰水 v. 粉饰
limestone	n. 石灰石
humidity	n. 湿气；湿度
handout	n. 施舍物，救济品
verse	n. 诗，韵文；诗节
unemployment	n. 失业；失业人数
disgrace	n. 失宠，耻辱，丢脸
residual	adj. 剩余的；残余的
remainder	n. 剩余（物）；余数
excel	v. 胜过，杰出
stiff	adj. 生硬的
ecology	n. 生态学；个体生态学
hide	n. 生皮，兽皮，皮革
vital	adj. 生命的，生机的
